drugbank_id,drug_name,targets,n_targets,name_normalized,dili_label,is_dili
DB14533,Zinc chloride,"['MGMT', 'ALDOA', 'EEF1A1', 'ENO1', 'NME1', 'P4HB', 'PDIA3', 'PRDX1', 'PSPH', 'TPI1', 'TUFM', 'ESR1', 'CCS', 'HDAC1', 'HDAC4', 'SOD1', 'HDAC8', 'SIVA1', 'MDM2', 'UTRN', 'ASPA', 'S100A8', 'S100A9', 'MMP9', 'TP53', 'A2M', 'AHSG', 'APOA1', 'APOBR', 'APOE', 'APOL1', 'C1QB', 'C1QC', 'C1R', 'C1S', 'C3', 'C4B', 'C4BPA', 'C4BPB', 'C5', 'BRCC3', 'CFH', 'CLU', 'CP', 'FGA', 'FN1', 'HBA1', 'HBB', 'HP', 'IGFALS', 'ITIH1', 'ITIH2', 'ITIH3', 'ITIH4', 'JCHAIN', 'KLKB1', 'KNG1', 'ORM2', 'PON1', 'SELENOP', 'SERPINA1', 'SERPINA3', 'SERPINA6', 'SERPIND1', 'SHBG', 'TF', 'TTR', 'VTN', 'APLP2', 'APP', 'PARP1', 'APOB', 'HPX', 'HRG', 'F11']",75,zincchloride,,
DB14538,Hydrocortisone aceponate,"['ANXA1', 'NR3C1', 'HSD11B2']",3,hydrocortisoneaceponate,,
DB14539,Hydrocortisone acetate,"['ANXA1', 'NR3C1', 'HSD11B2']",3,hydrocortisoneacetate,,
DB14540,Hydrocortisone butyrate,"['ANXA1', 'NR3C1', 'HSD11B2']",3,hydrocortisonebutyrate,,
DB14541,Hydrocortisone cypionate,"['ANXA1', 'NR3C1', 'HSD11B2']",3,hydrocortisonecypionate,,
DB14542,Hydrocortisone phosphate,"['ANXA1', 'NR3C1', 'HSD11B2']",3,hydrocortisonephosphate,,
DB14543,Hydrocortisone probutate,"['ANXA1', 'NR3C1', 'HSD11B2']",3,hydrocortisoneprobutate,,
DB14544,Hydrocortisone valerate,"['ANXA1', 'NR3C1', 'HSD11B2']",3,hydrocortisonevalerate,,
DB14548,"Zinc sulfate, unspecified form","['MGMT', 'ALDOA', 'EEF1A1', 'ENO1', 'NME1', 'P4HB', 'PDIA3', 'PRDX1', 'PSPH', 'TPI1', 'TUFM', 'ESR1', 'CCS', 'HDAC1', 'HDAC4', 'SOD1', 'HDAC8', 'SIVA1', 'MDM2', 'UTRN', 'ASPA', 'S100A8', 'S100A9', 'MMP9', 'TP53', 'A2M', 'AHSG', 'APOA1', 'APOBR', 'APOE', 'APOL1', 'C1QB', 'C1QC', 'C1R', 'C1S', 'C3', 'C4B', 'C4BPA', 'C4BPB', 'C5', 'BRCC3', 'CFH', 'CLU', 'CP', 'FGA', 'FN1', 'HBA1', 'HBB', 'HP', 'IGFALS', 'ITIH1', 'ITIH2', 'ITIH3', 'ITIH4', 'JCHAIN', 'KLKB1', 'KNG1', 'ORM2', 'PON1', 'SELENOP', 'SERPINA1', 'SERPINA3', 'SERPINA6', 'SERPIND1', 'SHBG', 'TF', 'TTR', 'VTN', 'APLP2', 'APP', 'PARP1', 'APOB', 'HPX', 'HRG', 'F11']",75,zincsulfateunspecifiedform,,
DB14635,Curcumin sulfate,"['PPARG', 'ABCC5', 'CBR1', 'GSTP1']",4,curcuminsulfate,,
DB14649,Dexamethasone acetate,"['NR3C1', 'ANXA1', 'NR1I2']",3,dexamethasoneacetate,,
DB14738,Turoctocog alfa pegol,"['F9', 'F10', 'F2', 'VWF']",4,turoctocogalfapegol,,
DB14801,Lanifibranor,"['PPARA', 'PPARD', 'PPARG']",3,lanifibranor,,
DB14840,Ripretinib,"['PDGFRB', 'TEK', 'KDR', 'BRAF', 'PDGFRA']",5,ripretinib,,
DB14924,Ritlecitinib,"['JAK3', 'TEC', 'TXK']",3,ritlecitinib,,
DB14973,Abrocitinib,"['JAK1', 'JAK2', 'JAK3', 'TYK2']",4,abrocitinib,,
DB14979,Martinostat,"['HDAC7', 'HDAC8', 'HDAC4', 'HDAC5', 'HDAC6', 'HDAC2', 'HDAC3', 'HDAC1']",8,martinostat,,
DB14989,Umbralisib,"['CSNK1E', 'PIK3CD', 'ABL1']",3,umbralisib,,
DB15010,Edasalonexent,"['NFKB1', 'RELB', 'NFKB2', 'RELA', 'REL']",5,edasalonexent,,
DB15035,Zanubrutinib,"['EGFR', 'ERBB2', 'JAK2', 'TEC', 'JAK3', 'PTK6', 'FGR', 'FRK', 'LCK', 'TXK']",10,zanubrutinib,,
DB15036,Sitravatinib,"['MET', 'FLT4', 'KDR']",3,sitravatinib,,
DB15102,Pemigatinib,"['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4']",4,pemigatinib,,
DB15106,Surufatinib,"['FGFR1', 'KDR', 'FLT4', 'CSF1R', 'FLT1']",5,surufatinib,,
DB15149,Futibatinib,"['FGFR1', 'FGFR2', 'FGFR3', 'FGFR4']",4,futibatinib,,
DB15254,Avutometinib,"['ARAF', 'BRAF', 'RAF1']",3,avutometinib,,
DB15266,Tovorafenib,"['RAF1', 'ARAF', 'BRAF']",3,tovorafenib,,
DB15431,M-2698,"['AKT1', 'AKT3', 'RPS6KB1']",3,m2698,,
DB15442,Trilaciclib,"['CDK4', 'CDK6', 'CDK9', 'CDK2', 'CDK5', 'CDK7']",6,trilaciclib,,
DB15493,Cambinol,"['SIRT1', 'SIRT2', 'SIRT5']",3,cambinol,,
DB15495,Rocaglamide,"['RELB', 'NFKB2', 'RELA', 'REL', 'NFKB1', 'PHB2']",6,rocaglamide,,
DB15499,Cerdulatinib,"['JAK3', 'JAK2', 'SYK', 'JAK1']",4,cerdulatinib,,
DB15581,Chrysin,"['AKR1B1', 'CYP1B1', 'CDK6']",3,chrysin,,
DB15584,Luteolin,"['STAT3', 'LPCAT1', 'TOP1']",3,luteolin,,
DB15588,Ursolic acid,"['HSD11B1', 'PTPN1', 'HRAS']",3,ursolicacid,,
DB15685,Selpercatinib,"['FLT1', 'FLT4', 'FGFR1', 'FGFR2', 'FGFR3']",5,selpercatinib,,
DB15822,Pralsetinib,"['JAK1', 'JAK2', 'KDR', 'PDGFRB', 'FGFR1', 'FGFR2']",6,pralsetinib,,
DB16063,2X-121,"['PARP1', 'TNKS', 'TNKS2', 'PARP2']",4,2x121,,
DB16095,APG-1387,"['XIAP', 'BIRC2', 'BIRC3']",3,apg1387,,
DB16101,Baicalein,"['GLO1', 'XDH', 'SELL', 'PREP', 'ALOX5']",5,baicalein,,
DB16133,Delgocitinib,"['JAK1', 'JAK2', 'JAK3', 'TYK2']",4,delgocitinib,,
DB16159,Esflurbiprofen,"['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1', 'PSEN2', 'PTGS2']",7,esflurbiprofen,,
DB16213,Ladostigil,"['MAOB', 'MAOA', 'ACHE']",3,ladostigil,,
DB16305,Xevinapant,"['XIAP', 'BIRC2', 'BIRC3']",3,xevinapant,,
DB16332,Sodelglitazar,"['PPARD', 'PPARG', 'PPARA']",3,sodelglitazar,,
DB16407,Azvudine,"['ABCG2', 'ABCC2', 'ABCB1']",3,azvudine,,
DB16656,Zotiraciclib,"['CDK2', 'CDK9', 'FYN', 'LCK']",4,zotiraciclib,,
DB16662,Efanesoctocog alfa,"['F9', 'F10', 'HSPG2']",3,efanesoctocogalfa,,
DB16695,Amivantamab,"['EGFR', 'MET', 'FCGR3A']",3,amivantamab,,
DB16825,Itanapraced,"['APH1B', 'NCSTN', 'APH1A', 'PSENEN', 'PSEN1']",5,itanapraced,,
DB17029,Go-6976,"['RELB', 'NFKB1', 'NFKB2', 'RELA', 'REL', 'PRKCZ']",6,go6976,,
DB17041,PD-173952,"['PDGFRA', 'SRC', 'LCK', 'PDGFRB', 'FGFR1']",5,pd173952,,
DB17097,Vorasidenib,"['IDH3A', 'IDH3B', 'IDH3G', 'IDH1', 'IDH2']",5,vorasidenib,,
DB17191,Altiratinib,"['KDR', 'TEK', 'MET']",3,altiratinib,,
DB17383,FN-1501,"['CDK2', 'CDK4', 'CDK6']",3,fn1501,,
DB17490,NT-219,"['IRS2', 'IRS1', 'STAT3']",3,nt219,,
DB18267,Ferroheme,"['HMOX1', 'PTGS2', 'CBS', 'ALOX5', 'NOS3', 'HBA1', 'CYP3A4']",7,ferroheme,,
DB18804,Tepilamide fumarate,"['NFKB1', 'RELB', 'NFKB2', 'RELA', 'REL']",5,tepilamidefumarate,,
DB18847,Deuruxolitinib,"['JAK2', 'JAK1', 'TYK2']",3,deuruxolitinib,,
DB19199,ABBV-744,"['BRD3', 'BRD2', 'BRD4']",3,abbv744,,
