drugbank_id,drug_name,dilirank_name,n_targets,dilirank,is_dili,Z,I_T,mu_T,pool_size,smiles,targets,target_list,logp,mw,hbd,hba,tpsa,rotatable,k,n_dili_hits,n_cyp_hits,n_tf_hits,n_transporter_hits,n_network_hits,network_fraction,dili_fraction,has_network_targets,has_transporter_targets,high_logp,ecnp_z,ecnp_eligible,y_pred_full,n_alerts,alert_names,y_pred_updated,y_pred_ecfp,y_pred_combined,drug_name_lower,livertox_cat,livertox_dili,has_livertox,consensus,final_label,y_pred,pred_binary,correct,fn,fp
DB00795,Sulfasalazine,Sulfasalazine,12,vMost-DILI-concern,1,1.6728145851338905,0.4921490443530398,0.3350657662503288,786,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,"['ABCG2', 'RELB', 'RELA', 'REL', 'ALOX5', 'PTGS2', 'ACAT1', 'IKBKB', 'NFKB1', 'NFKB2', 'CHUK', 'PPARG']","['ABCG2', 'RELB', 'RELA', 'REL', 'ALOX5', 'PTGS2', 'ACAT1', 'IKBKB', 'NFKB1', 'NFKB2', 'CHUK', 'PPARG']",3.701600000000002,398.40000000000015,3.0,7.0,141.31,6.0,12,1,0,0,0,1,0.0833333333333333,0.0833333333333333,1,0,1,1.6728145851338905,1,0.5244744,4,"aminophenol,aniline,carboxylic_acid",0.69484156,0.6457484404453538,0.7297121788156494,sulfasalazine,B,1.0,True,True,1,0.7489374957884241,1,True,False,False
DB00822,Disulfiram,Disulfiram,3,vMost-DILI-concern,1,-0.1435794216112248,0.0731717419153931,0.093259989419704,386,CCN(CC)C(=S)SSC(=S)N(CC)CC,"['DBH', 'ALDH3A2', 'ALDH2']","['DBH', 'ALDH3A2', 'ALDH2']",3.621200000000002,296.5520000000001,0.0,4.0,6.48,4.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.1435794216112248,0,0.95792866,0,,0.9664543,0.6698628836282197,0.7710955094537126,disulfiram,,,False,,1,0.7066193364981862,1,True,False,False
DB00831,Trifluoperazine,Trifluoperazine hydrochloride,7,vLess-DILI-concern,1,-0.0878522238225364,0.076884254333386,0.0865607509989185,570,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,"['CALM1', 'CALM3', 'CALM2', 'ADRA1A', 'TNNC1', 'S100A4', 'CALM1']","['CALM1', 'CALM3', 'CALM2', 'ADRA1A', 'TNNC1', 'S100A4', 'CALM1']",5.7892000000000055,480.4270000000001,0.0,4.0,9.72,4.0,7,0,0,0,0,0,0.0,0.0,0,0,1,-0.0878522238225364,0,0.9913379,2,aniline,0.9969932,0.8684589563016409,0.8579071451134805,trifluoperazine,,,False,,1,0.8895132234016917,1,True,False,False
DB00841,Dobutamine,Dobutamine hydrochloride,3,vNo-DILI-concern,0,0.0629083816304169,0.0425041265874632,0.0356830126104114,484,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O.Cl,"['ADRA1A', 'ADRB2', 'ESR1']","['ADRA1A', 'ADRB2', 'ESR1']",3.3786000000000027,337.8469999999999,4.0,4.0,72.72,7.0,3,0,0,0,0,0,0.0,0.0,0,0,1,0.0629083816304169,0,0.2333754,1,catechol,0.10626272,0.4578954035579491,0.49283259357764,dobutamine,,,False,,0,0.5613917848148852,1,False,False,True
DB00843,Donepezil,Donepezil hydrochloride,3,vLess-DILI-concern,1,1.0379192138462627,0.1947019869197696,0.1006671774757125,525,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl,"['ACHE', 'BCHE', 'NFKB2']","['ACHE', 'BCHE', 'NFKB2']",4.782900000000005,415.96100000000007,0.0,4.0,38.77,6.0,3,0,0,0,0,0,0.0,0.0,0,0,1,1.0379192138462627,0,0.9991013,5,"catechol,lipophilic_amine",0.99881774,0.7662548804079192,0.7991090057643673,donepezil,,,False,,1,0.8061685042882685,1,True,False,False
DB00852,Pseudoephedrine,Pseudoephedrine hydrochloride,4,vNo-DILI-concern,0,0.1050043409647837,0.0606607260365534,0.0490323198137274,614,CC(C(C1=CC=CC=C1)O)NC.Cl,"['ADRA1A', 'ADRB2', 'NFKB1', 'ATF1']","['ADRA1A', 'ADRB2', 'NFKB1', 'ATF1']",1.7496999999999998,201.697,2.0,2.0,32.26,3.0,4,0,0,0,0,0,0.0,0.0,0,0,0,0.1050043409647837,0,0.0019350197,0,,0.003742445,0.7226420099771582,0.6097618662361691,pseudoephedrine,,,False,,0,0.7549500343218001,1,False,False,True
DB00909,Zonisamide,Zonisamide,6,vLess-DILI-concern,1,0.0689527764697472,0.1108666073772114,0.1041327209502189,691,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,"['SCN9A', 'SCN1B', 'CACNA1H', 'CA2', 'MAOB', 'MAOA']","['SCN9A', 'SCN1B', 'CACNA1H', 'CA2', 'MAOB', 'MAOA']",0.6163,212.23,1.0,4.0,86.19,2.0,6,0,0,0,0,0,0.0,0.0,0,0,0,0.0689527764697472,0,0.8044894,0,,0.9003331,0.7510500550216822,0.732977699309131,zonisamide,,,False,,1,0.751869300376958,1,True,False,False
DB00925,Phenoxybenzamine,Phenoxybenzamine hydrochloride,5,vNo-DILI-concern,0,0.0174526820048583,0.0582661084648212,0.0561546279896316,552,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,"['ADRA1A', 'ADRA2B', 'ADRB2', 'ADRA1B', 'CALM1']","['ADRA1A', 'ADRA2B', 'ADRB2', 'ADRA1B', 'CALM1']",4.616700000000005,340.2939999999999,0.0,2.0,12.47,8.0,5,0,0,0,0,0,0.0,0.0,0,0,1,0.0174526820048583,0,0.49560463,0,,0.37185177,0.7994494207534831,0.8371622398134904,phenoxybenzamine,,,False,,0,0.8419701085351838,1,False,False,True
DB00935,Oxymetazoline,Oxymetholone,3,vMost-DILI-concern,1,-0.002670790108699,0.0401407873989792,0.0405175684636718,244,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,"['ADRA1A', 'ADRA2B', 'ADRA1B']","['ADRA1A', 'ADRA2B', 'ADRA1B']",4.401000000000003,332.48400000000004,2.0,3.0,57.53,0.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.002670790108699,0,0.91278934,1,michael_acceptor,0.9038,0.5351786814932767,0.6042216766788031,oxymetazoline,,,False,,1,0.7456951001983559,1,True,False,False
DB00936,Salicylic acid,Aminosalicylic acid ,3,vMOST-DILI-concern,1,3.346238163466628,0.3335026991455664,0.1465985430835945,366,C1=CC(=C(C=C1N)O)C(=O)O,"['CA2', 'PTGS2', 'AKR1C1']","['CA2', 'PTGS2', 'AKR1C1']",0.6726,153.137,3.0,3.0,83.55,1.0,3,1,0,0,0,1,0.3333333333333333,0.3333333333333333,1,0,0,3.346238163466628,1,0.9994295,2,"aniline,carboxylic_acid",0.99863905,0.8308155994669657,0.9211375102661368,salicylic acid,,,False,,1,0.9077223084136576,1,True,False,False
DB00951,Isoniazid,Isoniazid,4,vMost-DILI-concern,1,1.1251618831964567,0.5338811973641606,0.3957358142820449,178,C1=CN=CC=C1C(=O)NN,"['CYP2C8', 'CYP1A2', 'CYP3A4', 'CYP2C19']","['CYP2C8', 'CYP1A2', 'CYP3A4', 'CYP2C19']",-0.3149000000000001,137.14199999999997,2.0,3.0,68.01,1.0,4,1,3,0,0,3,0.75,0.25,1,0,0,1.1251618831964567,1,0.3490519,1,hydrazine,0.46467626,0.8531375079266411,0.7262442244079728,isoniazid,A,1.0,True,True,1,0.7649042839315691,1,True,False,False
DB00973,Ezetimibe,Ezetimibe,3,vLess-DILI-concern,1,-0.5249799071585319,0.1097485202914141,0.1561196551109951,486,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,"['NPC1L1', 'SOAT1', 'ANPEP']","['NPC1L1', 'SOAT1', 'ANPEP']",4.8883000000000045,409.4320000000001,2.0,3.0,60.77000000000001,6.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.5249799071585319,0,0.85534185,5,"aniline,halogenated_aromatic,lipophilic_amine",0.8061226,0.4464268958312148,0.6453233378549175,ezetimibe,,,False,,1,0.5939682540096853,1,True,False,False
DB00995,Auranofin,Auranofin,3,vLess-DILI-concern,1,-0.410460815472457,0.0891534682348669,0.1269033386292754,407,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],"['ESRRA', 'PRDX5', 'IKBKB']","['ESRRA', 'PRDX5', 'IKBKB']",2.1419000000000006,678.4910000000003,0.0,10.0,114.43,8.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.410460815472457,0,0.03981622,4,carboxylic_acid,0.04510458,0.5215655681803583,0.5378294394481634,auranofin,,,False,,1,0.5233831627034496,1,True,False,False
DB00997,Doxorubicin,Doxorubicin hydrochloride,3,vLess-DILI-concern,1,-0.0119396100827822,0.013991604885083,0.0152004333562886,462,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,"['TOP1', 'TOP2B', 'NOLC1']","['TOP1', 'TOP2B', 'NOLC1']",0.4230999999999992,579.9860000000003,6.0,12.0,206.07,5.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0119396100827822,0,0.041685853,2,"hydroquinone,lipophilic_amine",0.08436352,0.5995952619181323,0.5663693606665432,doxorubicin,,,False,,1,0.5748945789606412,1,True,False,False
DB01016,Glyburide,Glyburide,5,vLess-DILI-concern,1,0.9214189286076708,0.2127897206627368,0.167544113270626,839,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,"['ABCC9', 'ABCB11', 'ABCA1', 'CPT1A', 'TRPM4']","['ABCC9', 'ABCB11', 'ABCA1', 'CPT1A', 'TRPM4']",3.641700000000002,494.01300000000026,3.0,5.0,113.6,8.0,5,0,0,0,1,0,0.0,0.0,0,1,1,0.9214189286076708,0,0.992152,3,"chlorinated_aromatic,lipophilic_amine",0.9862882,0.7952841864262186,0.9103528204937226,glyburide,,,False,,1,0.8558546363233575,1,True,False,False
DB01017,Minocycline,Minocycline hydrochloride,6,vMost-DILI-concern,1,-1.9590203520896825,0.2349795417431852,0.365917401437468,362,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl,"['ALOX5', 'MMP9', 'CASP1', 'CASP3', 'CYCS', 'MAPK1']","['ALOX5', 'MMP9', 'CASP1', 'CASP3', 'CYCS', 'MAPK1']",0.4518000000000003,493.9440000000001,5.0,9.0,164.63,3.0,6,0,0,0,0,0,0.0,0.0,0,0,0,-1.9590203520896825,0,0.62341744,10,"aminophenol,aniline,michael_acceptor,lipophilic_amine",0.22886312,0.6216799039624784,0.415474606637739,minocycline,B,1.0,True,True,1,0.4977388237737726,0,False,True,False
DB01023,Felodipine,Felodipine,4,vLess-DILI-concern,1,-0.3225428300677677,0.0484330091507274,0.0807074209498524,512,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,"['CACNA1H', 'NR3C2', 'TNNC1', 'CALM1']","['CACNA1H', 'NR3C2', 'TNNC1', 'CALM1']",3.9643000000000015,384.2590000000001,1.0,5.0,64.63,4.0,4,0,0,0,0,0,0.0,0.0,0,0,1,-0.3225428300677677,0,0.97245896,6,"carboxylic_acid,michael_acceptor,chlorinated_aromatic",0.92929465,0.9020312527420352,0.8677620255552009,felodipine,,,False,,1,0.8851818400404753,1,True,False,False
DB01026,Ketoconazole,Ketoconazole,5,vMost-DILI-concern,1,4.504295718388047,0.550783943821743,0.2806150055178357,562,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,"['CYP17A1', 'AR', 'CYP21A2', 'NR1I2', 'NR1I3']","['CYP17A1', 'AR', 'CYP21A2', 'NR1I2', 'NR1I3']",4.205800000000004,531.4400000000003,0.0,7.0,69.06,7.0,5,2,0,2,0,2,0.4,0.4,1,0,1,4.504295718388047,1,0.99866736,4,"aminophenol,aniline,chlorinated_aromatic",0.99839216,0.9109576850009482,0.9431767243474686,ketoconazole,A,1.0,True,True,1,0.905373391659938,1,True,False,False
DB01033,Mercaptopurine,Mercaptopurine,4,vMost-DILI-concern,1,-0.0258548768371691,0.0618980577299564,0.0650478929768597,451,C1=NC2=C(N1)C(=S)N=CN2,"['HPRT1', 'IMPDH1', 'PPAT', 'IMPDH1']","['HPRT1', 'IMPDH1', 'PPAT', 'IMPDH1']",1.0154899999999998,152.18200000000002,2.0,3.0,57.36,0.0,4,0,0,0,0,0,0.0,0.0,0,0,0,-0.0258548768371691,0,0.92342055,0,,0.93633497,0.6734140098278436,0.5621250062687408,mercaptopurine,,,False,,1,0.6546665288210454,1,True,False,False
DB01039,Fenofibrate,Fenofibrate,3,vLess-DILI-concern,1,5.485001816377896,0.4051190422959635,0.1773437631615264,211,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,"['PPARA', 'NR1I2', 'MMP25']","['PPARA', 'NR1I2', 'MMP25']",4.680000000000004,360.837,0.0,4.0,52.6,6.0,3,2,0,2,0,2,0.6666666666666666,0.6666666666666666,1,0,1,5.485001816377896,1,0.99240655,2,"carboxylic_acid,chlorinated_aromatic",0.9939639,0.7854344334875673,0.869478194654099,fenofibrate,,,False,,1,0.896352001104557,1,True,False,False
DB01073,Fludarabine,Fludarabine phosphate,4,vNo-DILI-concern,0,-0.2261571951630231,0.0741977582133533,0.0971545044931975,489,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N,"['ADA', 'DCK', 'POLA1', 'RRM1']","['ADA', 'DCK', 'POLA1', 'RRM1']",-1.7239,365.21400000000006,5.0,10.0,186.07,4.0,4,0,0,0,0,0,0.0,0.0,0,0,0,-0.2261571951630231,0,0.06859429,0,,0.4616129,0.6700755073117902,0.5286855217614179,fludarabine,,,False,,0,0.4168486251367036,0,True,False,False
DB01074,Perhexiline,Perhexiline,3,vMost-DILI-concern,1,-0.0693073518049592,0.0511501452149821,0.0608268412007113,607,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,"['CPT1A', 'CPT1B', 'CPT2']","['CPT1A', 'CPT1B', 'CPT2']",5.295400000000005,277.496,1.0,1.0,12.03,4.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.0693073518049592,0,0.9557513,4,lipophilic_amine,0.9819456,0.6567896461898992,0.7370031080689842,perhexiline,,,False,,1,0.6606273643651275,1,True,False,False
DB01076,Atorvastatin,Lovastatin,5,vLess-DILI-concern,1,4.412143468167087,0.4743317639775907,0.2562181123734055,607,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,"['HMGCR', 'DPP4', 'AHR', 'HDAC2', 'NR1I3']","['HMGCR', 'DPP4', 'AHR', 'HDAC2', 'NR1I3']",4.195500000000004,404.54700000000025,1.0,5.0,72.83000000000001,6.0,5,2,0,2,0,2,0.4,0.4,1,0,1,4.412143468167087,1,0.8735182,2,carboxylic_acid,0.80695915,0.7614568808234636,0.8173792953650469,atorvastatin,B,1.0,True,True,1,0.8408738658599504,1,True,False,False
DB01077,Etidronic acid,Zoledronic acid,5,vLess-DILI-concern,1,-0.2661123121178083,0.0680515541569353,0.0918440616762411,594,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O,"['PTPRS', 'ATP6V1A', 'SLC25A4', 'SLC25A5', 'SLC25A6']","['PTPRS', 'ATP6V1A', 'SLC25A4', 'SLC25A5', 'SLC25A6']",-1.1154000000000002,272.09,5.0,5.0,153.11,4.0,5,0,0,0,0,0,0.0,0.0,0,0,0,-0.2661123121178083,0,0.9266744,0,,0.91056633,0.8230014832633832,0.8308321241802747,etidronic acid,,,False,,1,0.7910585775282424,1,True,False,False
DB01083,Orlistat,Orlistat,3,vMost-DILI-concern,1,-0.1926119586870187,0.0651238436367453,0.085322947506085,506,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,"['PNLIP', 'LIPF', 'FASN']","['PNLIP', 'LIPF', 'FASN']",6.881900000000007,495.7450000000004,1.0,5.0,81.69999999999999,23.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.1926119586870187,0,0.9121319,4,"carboxylic_acid,lipophilic_amine",0.97915375,0.5700266887815943,0.7044529782665443,orlistat,,,False,,1,0.6259769051314754,1,True,False,False
DB01097,Leflunomide,Leflunomide,3,vMost-DILI-concern,1,3.1617557729122137,0.2279502379866373,0.1031347335546496,451,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,"['DHODH', 'AHR', 'PTK2B']","['DHODH', 'AHR', 'PTK2B']",3.254120000000001,270.21,1.0,3.0,55.13,2.0,3,1,0,1,0,1,0.3333333333333333,0.3333333333333333,1,0,1,3.1617557729122137,1,0.9931057,1,aniline,0.991876,0.7994378021457375,0.8335718812236018,leflunomide,B,1.0,True,True,1,0.831624453106327,1,True,False,False
DB01110,Miconazole,Itraconazole,3,vMost-DILI-concern,1,3.645859830331296,0.2364888879289622,0.0768209525378709,261,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,"['NOS3', 'NR1I2', 'KCNMA1']","['NOS3', 'NR1I2', 'KCNMA1']",5.5773000000000055,705.6470000000003,0.0,12.0,104.70000000000002,11.0,3,1,0,1,0,1,0.3333333333333333,0.3333333333333333,1,0,1,3.645859830331296,1,0.9883492,5,"aminophenol,aniline,chlorinated_aromatic",0.9925863,0.7125350925232703,0.7753449950255233,miconazole,,,False,,1,0.7160715152579281,1,True,False,False
DB01115,Nifedipine,Nifedipine,3,vLess-DILI-concern,1,3.16632157744817,0.2198180944902292,0.0527237825044372,239,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,"['NR1I2', 'KCND3', 'CALM1']","['NR1I2', 'KCND3', 'CALM1']",2.1756,346.3390000000001,1.0,7.0,107.77,4.0,3,1,0,1,0,1,0.3333333333333333,0.3333333333333333,1,0,0,3.16632157744817,1,0.8538298,6,"aniline,nitroaromatic,carboxylic_acid,michael_acceptor",0.72137946,0.7974780572665722,0.901627897743603,nifedipine,,,False,,1,0.8480615900236614,1,True,False,False
DB01118,Amiodarone,Amiodarone hydrochloride,3,vMost-DILI-concern,1,0.926684687723624,0.2291727449394077,0.1406789454507868,369,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I.Cl,"['THRA', 'PPARG', 'PPARA']","['THRA', 'PPARG', 'PPARA']",7.358000000000007,681.7800000000002,0.0,4.0,42.68,11.0,3,1,0,1,0,1,0.3333333333333333,0.3333333333333333,1,0,1,0.926684687723624,1,0.99905187,1,furan,0.9978598,0.78376409079842,0.8446747355646371,amiodarone,A,1.0,True,True,1,0.8302768972069032,1,True,False,False
DB01126,Dutasteride,Dutasteride,3,vNo-DILI-concern,0,-0.2369210061436668,0.1474877067524135,0.1816880599519071,223,CC12CCC3C(C1CCC2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CCC5C3(C=CC(=O)N5)C,"['SRD5A1', 'SRD5A3', 'SRD5A2']","['SRD5A1', 'SRD5A3', 'SRD5A2']",6.576100000000006,528.5370000000001,2.0,2.0,58.2,2.0,3,0,0,0,0,0,0.0,0.0,0,0,1,-0.2369210061436668,0,0.9989679,9,"aniline,michael_acceptor,lipophilic_amine",0.99883157,0.7284238541054329,0.7864606545091365,dutasteride,,,False,,0,0.8043328989957018,1,False,False,True
DB01136,Carvedilol,Carvedilol,11,vLess-DILI-concern,1,-0.3585739761728932,0.1579112321347777,0.1968546924526986,1252,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,"['ADRA1A', 'ADRA1A', 'NDUFC2', 'ADRB2', 'GJA1', 'VCAM1', 'ADRA1B', 'ADRA2B', 'SELE', 'HIF1A', 'KCNJ4']","['ADRA1A', 'ADRA1A', 'NDUFC2', 'ADRB2', 'GJA1', 'VCAM1', 'ADRA1B', 'ADRA2B', 'SELE', 'HIF1A', 'KCNJ4']",3.7380000000000018,406.482,3.0,5.0,75.74,10.0,11,0,0,0,0,0,0.0,0.0,0,0,1,-0.3585739761728932,0,0.9748481,1,catechol,0.92326,0.5892366126372744,0.6102908264729343,carvedilol,,,False,,1,0.6501414730403074,1,True,False,False
DB01162,Terazosin,Terazosin hydrochloride,3,vNo-DILI-concern,0,-0.039230135681745,0.0564696297085755,0.0606983017975262,337,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.O.O.Cl,"['ADRA1A', 'ADRA1B', 'TGFB1']","['ADRA1A', 'ADRA1B', 'TGFB1']",-0.1707999999999999,459.9310000000002,1.0,8.0,166.04000000000002,4.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.039230135681745,0,0.16301277,2,"catechol,lipophilic_amine",0.082420275,0.5191024808039016,0.441453730365734,terazosin,,,False,,0,0.5309928676205046,1,False,False,True
DB01183,Naloxone,Naloxone hydrochloride,4,vNo-DILI-concern,0,-0.0167251214759097,0.177614648200437,0.1788333552501411,280,C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O.Cl,"['CREB1', 'ESR1', 'TLR4', 'CES1']","['CREB1', 'ESR1', 'TLR4', 'CES1']",1.7232000000000007,363.841,2.0,5.0,70.00000000000001,2.0,4,0,0,0,0,0,0.0,0.0,0,0,0,-0.0167251214759097,0,0.8935276,6,"catechol,lipophilic_amine",0.87597835,0.6072254212911339,0.5899113893816194,naloxone,,,False,,0,0.6714127036093167,1,False,False,True
DB01197,Captopril,Captopril,3,vLess-DILI-concern,1,1.211586774675138,0.3377924273781587,0.2361077900478524,257,CC(CS)C(=O)N1CCCC1C(=O)O,"['MMP2', 'MMP9', 'LTA4H']","['MMP2', 'MMP9', 'LTA4H']",0.6279000000000001,217.29,2.0,3.0,57.61,3.0,3,1,0,0,0,1,0.3333333333333333,0.3333333333333333,1,0,0,1.211586774675138,1,0.99558806,2,"carboxylic_acid,lipophilic_amine",0.99443996,0.5245162205373947,0.7114218355252582,captopril,,,False,,1,0.6364256130289693,1,True,False,False
DB01213,Fomepizole,Omeprazole,4,vLess-DILI-concern,1,0.7805029683477802,0.3510963629301133,0.2695187892298367,368,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,"['ADH1A', 'ADH1B', 'ADH1C', 'CAT']","['ADH1A', 'ADH1B', 'ADH1C', 'CAT']",2.8997400000000013,345.42400000000004,1.0,5.0,77.10000000000001,5.0,4,1,0,0,0,1,0.25,0.25,1,0,0,0.7805029683477802,1,0.9883853,1,benzimidazole,0.9209235,0.5633189811579541,0.7923806352795295,fomepizole,,,False,,1,0.7092670417205181,1,True,False,False
DB01216,Finasteride,Finasteride,4,vLess-DILI-concern,1,-0.3327025327708771,0.2101342919369129,0.2579328937647478,304,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,"['SRD5A2', 'SRD5A3', 'SRD5A1', 'AKR1D1']","['SRD5A2', 'SRD5A3', 'SRD5A1', 'AKR1D1']",3.8145000000000016,372.5530000000001,2.0,2.0,58.2,1.0,4,0,0,0,0,0,0.0,0.0,0,0,1,-0.3327025327708771,0,0.35560024,8,"michael_acceptor,lipophilic_amine",0.3778932,0.5608068695679047,0.5274771595705436,finasteride,,,False,,1,0.5175695934563173,1,True,False,False
DB01238,Aripiprazole,Aripiprazole,4,vLess-DILI-concern,1,0.0242045082210712,0.0499660371507879,0.0469128142156312,470,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,"['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2']","['ADRA1A', 'ADRA1B', 'ADRA2B', 'ADRB2']",4.859300000000005,448.3940000000001,1.0,4.0,44.81,7.0,4,0,0,0,0,0,0.0,0.0,0,0,1,0.0242045082210712,0,0.6291271,5,"aniline,chlorinated_aromatic,lipophilic_amine",0.67880505,0.8880241917315551,0.929166675714494,aripiprazole,C,1.0,True,True,1,0.9129003229025743,1,True,False,False
DB01241,Gemfibrozil,Gemfibrozil,3,vMost-DILI-concern,1,1.308609159800118,0.3414993465419854,0.2250039809072777,365,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,"['PPARA', 'SLCO1B1', 'SLCO1B3']","['PPARA', 'SLCO1B1', 'SLCO1B3']",3.573240000000002,250.338,1.0,2.0,46.53,6.0,3,1,0,1,1,1,0.3333333333333333,0.3333333333333333,1,1,1,1.308609159800118,1,0.9981687,1,carboxylic_acid,0.99883455,0.7376199499131298,0.8658516059451888,gemfibrozil,,,False,,1,0.8569500559503035,1,True,False,False
DB01254,Dasatinib,Dasatinib,19,vLess-DILI-concern,1,0.0815118762314264,0.241151461193722,0.2317614642855571,1859,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,"['ABL1', 'SRC', 'EPHA2', 'LCK', 'YES1', 'PDGFRB', 'FYN', 'BCR', 'STAT5B', 'ABL2', 'CSK', 'EPHB4', 'FGR', 'FRK', 'HSPA8', 'LYN', 'MAP3K20', 'MAPK14', 'PPAT']","['ABL1', 'SRC', 'EPHA2', 'LCK', 'YES1', 'PDGFRB', 'FYN', 'BCR', 'STAT5B', 'ABL2', 'CSK', 'EPHB4', 'FGR', 'FRK', 'HSPA8', 'LYN', 'MAP3K20', 'MAPK14', 'PPAT']",3.313540000000002,488.01700000000034,3.0,9.0,106.51,7.0,19,0,0,0,0,0,0.0,0.0,0,0,1,0.0815118762314264,0,0.62096727,2,"aniline,chlorinated_aromatic",0.73023766,0.6922296272055669,0.63797314263584,dasatinib,B,1.0,True,True,1,0.7656972566752845,1,True,False,False
DB01259,Lapatinib,Capmatinib hydrochloride,3,vLess-DILI-concern,1,0.1227150414782665,0.0464086081670729,0.0315297229403417,256,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F.O.Cl.Cl,"['EGFR', 'EEF2K', 'ERBB2']","['EGFR', 'EEF2K', 'ERBB2']",3.447900000000004,503.3650000000002,1.0,6.0,116.57,4.0,3,0,0,0,0,0,0.0,0.0,0,0,1,0.1227150414782665,0,0.9537527,1,halogenated_aromatic,0.8966893,0.7101386239253726,0.7327204812314487,lapatinib,B,1.0,True,True,1,0.5878720907026478,1,True,False,False
DB01262,Decitabine,Gemcitabine hydrochloride,3,vMost-DILI-concern,1,-0.0282245299128658,0.0317582483093522,0.0352419508729232,215,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl,"['DNMT1', 'DNMT3A', 'HDAC1']","['DNMT1', 'DNMT3A', 'HDAC1']",-0.8668000000000002,299.661,3.0,7.0,110.6,2.0,3,0,0,0,0,0,0.0,0.0,0,0,0,-0.0282245299128658,0,0.9263226,0,,0.9489627,0.7709447772931004,0.7473814701741953,decitabine,,,False,,1,0.8345104592895232,1,True,False,False
