dilirank_name,is_dili,n_targets_uniprot,n_targets_mapped,ecnp_z,ecnp_mu_T,ecnp_sigma_T,pool_size,I_T,k,drugbank_id,smiles
Ecallantide,0,1,1,0.8887098576538672,0.058586080984342204,0.04737832353054397,191,0.1006916641450508,1,DB05311,CCC(C)C1C(=O)NC(C(=O)NCC(=O)NCC(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)N5CCCC5C(=O)N3)CC(=O)O)CC(=O)O)C)CCCCN)CC6=CC=CC=C6)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(CCSC)NC(=O)C(C)NC(=O)C(CCC(=O)O)N)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)O)CCSC)CCCCN)CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC2=O)CCC(=O)O)CC(=O)N)CCC(=O)N)CC(=O)N)CCCNC(=N)N)CC9=CC=CC=C9)CCC(=O)O)CO)CC(C)C)CCC(=O)O)CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC1=CC=CC=C1)CCC(=O)O)CCC(=O)O)CCC(=O)N)CCCNC(=N)N)C(C)O)CC1=CC=CC=C1)C(C)CC)CC(=O)N)CC1=CC=CC=C1)CC1=CC=CC=C1)CC1=CNC2=CC=CC=C21)CCCNC(=N)N)CC1=CN=CN1)C)C)CCCNC(=N)N)CC1=CC=C(C=C1)O
Edaravone,0,1,1,,0.0,0.0,0,0.0,0,DB12243,CC1=NN(C(=O)C1)C2=CC=CC=C2
Efavirenz,1,2,2,,0.0,0.0,0,0.0,0,DB00625,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
Eliglustat tartrate,0,1,1,0.06218218672070952,0.004990502684120654,0.0007941245337050827,205,0.005039883084155,1,DB09039,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O.CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O.C(C(C(=O)O)O)(C(=O)O)O
Empagliflozin,0,1,1,,0.0,0.0,0,0.0,0,DB09038,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl
Enalapril maleate,1,1,1,,0.0,0.0,0,0.0,0,DB00584,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O.C(=CC(=O)O)C(=O)O
Enoxaparin sodium,1,3,3,0.5454059985179469,0.20362708415389813,0.14013038409277132,371,0.2800550362127195,3,DB01225,CC1C(C(OC(C1OC2CC(C(C(C2O)O)OC3C(C(C(C(O3)COS(=O)(=O)O)OC4C(C(C=C(O4)C(=O)[O-])O)O)O)NC(=O)C)C(=O)[O-])CO)OC5C(C(C(OC5C(=O)[O-])OC6C7COC(O7)C(C6O)NS(=O)(=O)[O-])O)O)NC(=O)C.[Na+].[Na+].[Na+].[Na+]
Entacapone,1,1,1,-0.45816436972348595,0.06709177921425617,0.06277801007578365,247,0.0383291317953901,1,DB00494,CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N
Enzalutamide,0,1,1,-0.009817404209215176,0.01610714109775687,0.0039598309018468334,130,0.0160682658371933,1,DB08899,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C
Ephedrine sulfate,0,5,5,-0.0026035578993332796,0.023321749846412547,0.10809287316395651,468,0.023040323792624898,2,DB01364,CC(C(C1=CC=CC=C1)O)NC.CC(C(C1=CC=CC=C1)O)NC.OS(=O)(=O)O
Epinephrine,0,8,8,0.024451470227802027,0.04691281421563122,0.1248686850611167,470,0.0499660371507879,4,DB00668,CNCC(C1=CC(=C(C=C1)O)O)O
Eplerenone,1,1,1,-0.48385369827193775,0.04800180676306242,0.04475028668031618,266,0.026349215054062,1,DB00700,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC
Epoetin alfa,0,1,1,0.0025712440830474416,0.011149774868982401,0.0015992330329938037,155,0.0111538868874559,1,DB00016,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CCO)C)OC4CC(C(C(O4)C)O)(C)O
Eptifibatide,0,3,2,,0.0,0.0,0,0.0,0,DB00063,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
Ergocalciferol,0,2,2,,0.0,0.0,0,0.0,0,DB00153,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
Erlotinib hydrochloride,1,2,2,3.9878699936817266,0.0843071586218757,0.03622948160137326,108,0.2287856211866363,2,DB00530,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC.Cl
Ertugliflozin,0,1,1,,0.0,0.0,0,0.0,0,DB11827,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl
Erythropoietin,0,1,1,0.0025712440830474416,0.011149774868982401,0.0015992330329938037,155,0.0111538868874559,1,DB00016,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CCO)C)OC4CC(C(C(O4)C)O)(C)O
Esmolol hydrochloride,0,1,1,,0.0,0.0,0,0.0,0,DB00187,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O.Cl
Esomeprazole sodium,1,3,3,,0.0,0.0,0,0.0,0,DB00736,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Na+]
Estazolam,0,3,3,-0.5341522236995966,0.02755790755617818,0.011987079094581358,190,0.0211549826021446,1,DB01215,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4
Estradiol valerate,1,10,10,1.1094272478410947,0.24708660645053326,0.0856175818987204,882,0.34207308470324016,8,DB13956,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C
Eszopiclone,1,6,6,-0.5341522236995966,0.02755790755617818,0.011987079094581358,190,0.0211549826021446,1,DB00402,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
Etelcalcetide,0,1,1,,0.0,0.0,0,0.0,0,DB12865,CC(C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(CSSCC(C(=O)O)N)NC(=O)C
Ethambutol hydrochloride,1,3,3,,0.0,0.0,0,0.0,0,DB00330,CCC(CO)NCCNC(CC)CO.Cl.Cl
Ethanolamine oleate,0,1,1,0.6661723413811906,0.058639756215325314,0.04640895127461352,170,0.0895561159469802,1,DB06689,CCCCCCCCC=CCCCCCCCC(=O)O.C(CO)N
Ethionamide,1,3,3,2.315103777288713,0.06058541652751666,0.05579291731657465,116,0.1897518101530755,1,DB00609,CCC1=NC=CC(=C1)C(=S)N
Etodolac,1,3,3,3.125624868270409,0.15283534911022273,0.04810231212790336,239,0.3031851321185028,2,DB00749,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
Etomidate,0,4,4,-0.26484693455984315,0.015099307464135762,0.005243285708014065,119,0.0137106393173468,1,DB00292,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
Etoposide,1,2,2,0.8291198202977613,0.020533243945996475,0.04324449209074846,131,0.0563881094571458,2,DB00773,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
Etravirine,1,3,3,,0.0,0.0,0,0.0,0,DB06414,CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N
Everolimus,1,1,1,-0.16895486945376592,0.011308961752595752,0.013313679061269663,102,0.0090595508448496,1,DB01590,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
Exemestane,1,1,1,,0.0,0.0,0,0.0,0,DB00990,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C
Exenatide synthetic,0,1,1,,0.0,0.0,0,0.0,0,DB01276,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CO)C(=O)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC8=CC=CC=C8)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC9=CNC=N9)N
Ezetimibe,1,3,3,-0.5296455973057037,0.15611965511099513,0.0875512513565109,486,0.1097485202914141,3,DB00973,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O
Falnidamol,1,1,1,0.08563662204009898,0.017206090601678693,0.033927486325892785,23,0.0201115259249398,1,DB12966,CN1CCC(CC1)NC2=NC=C3C(=N2)C(=NC=N3)NC4=CC(=C(C=C4)F)Cl
Famotidine,1,1,1,,0.0,0.0,0,0.0,0,DB00927,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
Febuxostat,1,1,1,-0.03422094393024447,0.07475876439553285,0.06454648560874675,212,0.0725499227306216,1,DB04854,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
Felbamate,1,2,2,,0.0,0.0,0,0.0,0,DB00949,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
Felodipine,1,13,13,-0.6078736799177875,0.10943794787732908,0.10035792096616579,542,0.0484330091507274,4,DB01023,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
Fenofibrate,1,3,3,6.2498708357563855,0.15886549897324326,0.03940138121157149,259,0.4051190422959635,3,DB01039,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
Fenofibric acid,1,6,6,2.912967808318423,0.28967158061764486,0.08112964234468731,562,0.5259996170681062,6,DB13873,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
Fenoldopam mesylate,0,8,8,-0.0026980408730877,0.040517568463671855,0.13964987278397187,244,0.0401407873989792,3,DB00800,CS(=O)(=O)O.C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
Ferric maltol,0,2,2,-0.5571599642888517,0.028276216869676195,0.012610630908503671,226,0.0212500782030344,1,DB15598,CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].CC1=C(C(=O)C=CO1)[O-].[Fe+3]
Fexofenadine hydrochloride,0,1,1,,0.0,0.0,0,0.0,0,DB00950,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O.Cl
Fialuridine,1,1,0,,0.0,0.0,0,0.0,0,DB15427,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)F)I
Finasteride,1,4,4,-0.3359678004198713,0.2579328937647478,0.14227137769780093,304,0.2101342919369129,4,DB01216,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
Finerenone,0,1,1,-0.48385369827193775,0.04800180676306242,0.04475028668031618,266,0.026349215054062,1,DB16165,CCOC1=NC=C(C2=C1C(C(=C(N2)C)C(=O)N)C3=C(C=C(C=C3)C#N)OC)C
Fingolimod hydrochloride,1,7,7,0.1297026152765515,0.04906322554385418,0.10466594002489608,460,0.06263867169546189,4,DB08868,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N.Cl
Flavoxate hydrochloride,1,3,3,,0.0,0.0,0,0.0,0,DB01148,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4.Cl
Flecainide acetate,1,4,4,,0.0,0.0,0,0.0,0,DB01195,CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
Flibanserin,0,3,3,,0.0,0.0,0,0.0,0,DB04908,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F
Florbetaben f-18,0,1,1,0.37901095062299817,0.029379962858854844,0.055493583699039714,104,0.0504126387701048,1,DB09148,CNC1=CC=C(C=C1)C=CC2=CC=C(C=C2)OCCOCCOCCF
Florbetapir f-18,0,1,1,0.37901095062299817,0.029379962858854844,0.055493583699039714,104,0.0504126387701048,1,DB09149,CNC1=CC=C(C=C1)C=CC2=CN=C(C=C2)OCCOCCOCCF
Flortaucipir f-18,0,3,3,-0.33805072383208706,0.1255751422288353,0.1457907607980608,108,0.0762904700130202,2,DB14914,C1=CC2=C(C=C1C3=CN=C(C=C3)F)NC4=C2C=NC=C4
Fluciclovine f-18,0,8,8,-0.2978067945704511,0.06663188315265667,0.06664319666549376,135,0.0467850863737778,1,DB13146,C1C(CC1(C(=O)O)N)F
Fluconazole,1,1,1,,0.0,0.0,0,0.0,0,DB00196,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
Fludrocortisone acetate,0,3,3,-0.3407763593841194,0.09712613254326147,0.11481709904584078,522,0.057999179535374,3,DB00687,CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)CCC43C)F)O)C)O
Flumazenil,0,8,8,-0.5341522236995966,0.02755790755617818,0.011987079094581358,190,0.0211549826021446,1,DB01205,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
Fluorescein sodium,0,2,2,,0.0,0.0,0,0.0,0,DB00693,C1=CC=C(C(=C1)C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)[O-])C(=O)[O-].[Na+].[Na+]
Fluoroestradiol f-18,0,2,2,0.5741317246955044,0.012460870776492033,0.012197430863205528,68,0.0194638027948384,1,DB15690,CC12CCC3C(C1CC(C2O)F)CCC4=C3C=CC(=C4)O
Fluorouracil,1,4,4,-0.11049754674576706,0.08401724687703745,0.10697298316655038,306,0.0721969946690574,2,DB00544,C1=C(C(=O)NC(=O)N1)F
Fluoxetine hydrochloride,1,7,7,0.012356016468673826,0.006213550105776754,0.001072994560630363,138,0.0062268080442387,1,DB00472,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F.Cl
Flurazepam hydrochloride,1,3,3,-0.5341522236995966,0.02755790755617818,0.011987079094581358,190,0.0211549826021446,1,DB00690,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F.Cl.Cl
Flurbiprofen sodium,1,2,2,2.5383099739807014,0.07734422894122142,0.06548941841344119,168,0.2435766728902546,1,DB00712,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)[O-].[Na+]
Flutamide,1,3,3,7.214943039335819,0.1353613285484863,0.03968408326753624,364,0.4216797288920199,3,DB00499,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
Flutemetamol f-18,0,1,1,0.37901095062299817,0.029379962858854844,0.055493583699039714,104,0.0504126387701048,1,DB09151,CNC1=C(C=C(C=C1)C2=NC3=C(S2)C=C(C=C3)O)F
Fluvastatin sodium,1,2,2,-0.05845805233689233,0.025095948657123855,0.08633836477987539,165,0.0200487760101402,2,DB01095,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)[O-])O)O)C3=CC=C(C=C3)F.[Na+]
Folic acid,0,5,5,-0.3603833982552529,0.01914468789689918,0.006221241566178894,147,0.0169026557199128,1,DB00158,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
Fondaparinux sodium,1,2,2,0.3465453253697636,0.1309563261107232,0.1435538290785759,336,0.1807042345168337,2,DB00569,COC1C(C(C(C(O1)COS(=O)(=O)[O-])OC2C(C(C(C(O2)C(=O)[O-])OC3C(C(C(C(O3)COS(=O)(=O)[O-])OC4C(C(C(C(O4)C(=O)[O-])OC5C(C(C(C(O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
Fosinopril sodium,1,1,1,,0.0,0.0,0,0.0,0,DB00492,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)[O-])C3CCCCC3.[Na+]
Fosphenytoin sodium,1,1,1,,0.0,0.0,0,0.0,0,DB01320,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)([O-])[O-])C3=CC=CC=C3.[Na+].[Na+]
Gabapentin,1,8,7,-0.055121026514509563,0.009471887026136076,0.0012509008287649778,253,0.0094029360883867,1,DB00996,C1CCC(CC1)(CC(=O)O)CN
Gabapentin enacarbil,0,3,3,-0.298321880858855,0.005688617594754532,0.0008613188021209979,207,0.0054316673496867,1,DB08872,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)O
Gadofosveset trisodium,0,1,1,6.175063927092356,0.028087325224804626,0.041689002881735646,114,0.2855195830762597,1,DB06705,C1CC(CCC1OP(=O)([O-])OCC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.[Na+].[Na+].[Na+].[Gd+3]
Gallium ga-68 edotreotide,0,4,4,-0.05002232461047488,0.008518159803623448,0.0016842748633478348,129,0.0084339084596758,1,DB15494,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)NC(CO)C(C)O)O.[Ga+3]
Gallium ga-68 gozetotide,0,2,2,-0.3119503127326392,0.017761279823616246,0.005144940769421512,143,0.0161563139416043,1,DB16019,[H+].C1=CC(=C(C=C1CCC(=O)NCCCCCC(=O)NCCCCC(C(=O)O)NC(=O)NC(CCC(=O)O)C(=O)O)CN(CCN(CC2=C(C=CC(=C2)CCC(=O)O)[O-])CC(=O)[O-])CC(=O)[O-])[O-].[Ga+3]
Ganirelix acetate,0,1,1,,0.0,0.0,0,0.0,0,DB06785,CCNC(=NCCCCC(C(=O)NC(CC(C)C)C(=O)NC(CCCCN=C(NCC)NCC)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C)NCC.CC(=O)O.CC(=O)O
Gefitinib,1,1,1,0.08563662204009898,0.017206090601678693,0.033927486325892785,23,0.0201115259249398,1,DB00317,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
Gemcitabine hydrochloride,1,4,4,0.007147948385356525,0.045046343428630564,0.11803022351431727,389,0.045890017374223,3,DB00441,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl
Gemfibrozil,1,6,6,1.5805832530479402,0.2026916879964871,0.08782052971763848,429,0.34149934654198544,3,DB01241,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
Gemifloxacin mesylate,1,4,4,,0.0,0.0,0,0.0,0,DB01155,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F.CS(=O)(=O)O
Glimepiride,1,4,4,-0.11996208741148397,0.006214152009355802,0.0010027249611220654,235,0.00609386302992,1,DB00222,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C
Glipizide,1,3,3,-0.026508312139237253,0.02270164336721971,0.04068082173330102,108,0.0216232634466327,1,DB01067,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
Glyburide,1,9,9,0.948792331677889,0.16665918415745962,0.048620267012168795,854,0.2127897206627368,5,DB01016,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
Glycopyrrolate,0,5,5,,0.0,0.0,0,0.0,0,DB00986,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]
Guaifenesin,0,1,1,,0.0,0.0,0,0.0,0,DB00874,COC1=CC=CC=C1OCC(CO)O
Heparin sodium,1,12,12,0.3771206903042327,0.21191423267138076,0.09200546231446108,1043,0.2466113961311704,6,DB01109,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O.[Na+]
Hydralazine hydrochloride,1,3,3,-0.812550719513052,0.11166494477834235,0.06176060025058712,498,0.061481324607169804,3,DB01275,C1=CC=C2C(=C1)C=NN=C2NN.Cl
Hydrochlorothiazide,1,3,3,-0.23492377259502084,0.010836590539588166,0.0024266588587993298,133,0.0102665106856779,1,DB00999,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
Hydrocortisone acetate,0,2,2,-0.4443044160465996,0.07722550584331826,0.05832058962039069,377,0.0513134103285372,2,DB00741,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O
Hydroxychloroquine sulfate,1,3,3,,0.0,0.0,0,0.0,0,DB01611,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O
Hydroxyurea,1,2,2,-0.22292175622169852,0.013311232914658824,0.0023585351622877906,160,0.012785464114171,1,DB01005,C(=O)(N)NO
Hydroxyzine hydrochloride,0,2,2,,0.0,0.0,0,0.0,0,DB00557,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl
Ibandronate sodium,1,2,2,-0.00139750199618988,0.009031835389421592,0.13900820504595346,346,0.0088375711453831,2,DB00710,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].O.[Na+]
Ibrutinib,1,1,1,,0.0,0.0,0,0.0,0,DB09053,C=CC(=O)N1CCCC(C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N
Ibuprofen,1,13,13,5.665262551389763,0.3929398845003782,0.05618469494082933,404,0.7112409327099165,6,DB01050,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
Idelalisib,1,1,1,0.07013893581289136,0.010551033045665856,0.011329418033791911,91,0.0113456663699354,1,DB09054,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
Ifosfamide,1,1,1,4.26830807606249,0.037441179052790534,0.04011728140459537,122,0.2086740952616965,1,DB01181,C1CN(P(=O)(OC1)NCCCl)CCCl
Imatinib mesylate,1,11,11,-0.747902104210882,0.16898869047489537,0.0938442156045923,824,0.0988024041562011,6,DB00619,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
Imipramine hydrochloride,1,24,24,0.4946081307958126,0.108012104300082,0.08072209991278738,533,0.1479379112518586,4,DB00458,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
Indomethacin,1,11,11,4.688108743058236,0.3561463797784025,0.0600484003243869,633,0.6376598103458218,7,DB00328,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
Interferon alfa-2b,1,3,3,-0.002100539191081623,0.015757666673676493,0.13868802149294068,258,0.015466347049197,2,DB00105,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2.C(S(=O)(=O)[O-])(I)I.[Na+]
Iodipamide sodium,0,1,1,6.175063927092356,0.028087325224804626,0.041689002881735646,114,0.2855195830762597,1,DB04711,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)[O-])I)I)I)C(=O)[O-])I.[Na+].[Na+]
Ioflupane i-123,0,1,1,,0.0,0.0,0,0.0,0,DB08824,COC(=O)C1C2CCC(N2CCCF)CC1C3=CC=C(C=C3)I
Iproniazid,1,2,2,-0.33805072383208706,0.1255751422288353,0.1457907607980608,108,0.0762904700130202,2,DB04818,CC(C)NNC(=O)C1=CC=NC=C1
Irbesartan,1,2,2,-0.36498385920593185,0.09247491591793293,0.07626002267796139,259,0.0646412385377987,2,DB01029,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
Irinotecan hydrochloride,1,2,2,-0.003302808094589657,0.011315733127907955,0.13617516443086983,396,0.0108659726925436,2,DB00762,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.Cl
